CODPROV,CODIGO,PRODUCTO,PRESENTACION,STOCK,MAYORISTA,CONTADO,MINORISTA,PRECIO COMPRA,RUBRO,SUBRUBRO
CHEVRO03,0007000RPM,FUNDA SILICONA LLAVES CRUZE TRACKER,UNIDADES,5,5200,6000,8400,2000,ACCESORIOS,NINGUNO
FORD03,0006985RPM,FUNDA SILICONA LLAVES ECOSPORT FIESTA FOCUS,UNIDADES,5,5200,6000,8400,2000,ACCESORIOS,NINGUNO
FIAT03,7470,FUNDA SILICONA LLAVES FIAT ARGO - CRONOS - TORO - 500X,UNIDADES,3,5200,6000,8400,2000,ACCESORIOS,NINGUNO
FIAT04,7465,FUNDA SILICONA LLAVES FIAT PUNTO QUBO DUCATO STILO LINEA,UNIDADES,2,5200,6000,8400,2000,ACCESORIOS,NINGUNO
FORD02,0006984RPM,FUNDA SILICONA LLAVES FIESTA FOCUS 1,UNIDADES,20,5200,6000,8400,2000,ACCESORIOS,NINGUNO
HONDA01,0006991RPM,FUNDA SILICONA LLAVES FIT CITY CRV CIVIC,UNIDADES,11,5200,6000,8400,2000,ACCESORIOS,NINGUNO
FORD05,0007353RPM,FUNDA SILICONA LLAVES FORD KA VIEJO,UNIDADES,18,5200,6000,8400,2000,ACCESORIOS,NINGUNO
VOLK06,0007010RPM,FUNDA SILICONA LLAVES FOX SURAN QQ,UNIDADES,13,5200,6000,8400,2000,ACCESORIOS,NINGUNO
VOLK04,0007016RPM,FUNDA SILICONA LLAVES GOL TREND POWER VOYAGE FOX SURAN,UNIDADES,9,5200,6000,8400,2000,ACCESORIOS,NINGUNO
VOLK05,0007015RPM,FUNDA SILICONA LLAVES GOLF VIRTUS,UNIDADES,0,5200,6000,8400,2000,ACCESORIOS,NINGUNO
TOYOTA02,0006993RPM,FUNDA SILICONA LLAVES HILUX SW4,UNIDADES,11,5200,6000,8400,2000,ACCESORIOS,NINGUNO
HONDA02,7472,FUNDA SILICONA LLAVES HONDA HRV,UNIDADES,1,5200,6000,8400,2000,ACCESORIOS,NINGUNO
FORD04,0006986RPM,FUNDA SILICONA LLAVES KA NEW,UNIDADES,1,5200,6000,8400,2000,ACCESORIOS,NINGUNO
RENAULT06,0007743RPM,FUNDA SILICONA LLAVES KANGOO,UNIDADES,4,5200,6000,8400,2000,ACCESORIOS,NINGUNO
FORD01,0006983RPM,FUNDA SILICONA LLAVES KUGA FOCUS MONDEO FIESTA OVALADA,UNIDADES,7,5200,6000,8400,2000,ACCESORIOS,NINGUNO
RENAULT03,0007004RPM,FUNDA SILICONA LLAVES KWID,UNIDADES,19,5200,6000,8400,2000,ACCESORIOS,NINGUNO
RENAULT02,0007003RPM,FUNDA SILICONA LLAVES LOGAN DUSTER,UNIDADES,21,5200,6000,8400,2000,ACCESORIOS,NINGUNO
CHEVRO01,0006996RPM,FUNDA SILICONA LLAVES PRISMA,UNIDADES,18,5200,6000,8400,2000,ACCESORIOS,NINGUNO
CHEVRO04,0006998RPM,FUNDA SILICONA LLAVES PRISMA ONIX,UNIDADES,0,5200,6000,8400,2000,ACCESORIOS,NINGUNO
DODGE01,0007242RPM,FUNDA SILICONA LLAVES RAM JOURNEY,UNIDADES,11,5200,6000,8400,2000,ACCESORIOS,NINGUNO
JEEP01,0006982RPM,FUNDA SILICONA LLAVES RENEGADE,UNIDADES,16,5200,6000,8400,2000,ACCESORIOS,NINGUNO
RENAULT04,0007002RPM,FUNDA SILICONA LLAVES SANDERO,UNIDADES,3,5200,6000,8400,2000,ACCESORIOS,NINGUNO
FIAT02,0006995RPM,FUNDA SILICONA LLAVES STRADA IDEA,UNIDADES,12,5200,6000,8400,2000,ACCESORIOS,NINGUNO
RENAULT05,0007352RPM,FUNDA SILICONA LLAVES TARJETA RENAULT,UNIDADES,12,5200,6000,8400,2000,ACCESORIOS,NINGUNO
TOYOTA04,7459,FUNDA SILICONA LLAVES TOYOTA COROLLA CAMRY RAV4 HILUX,UNIDADES,0,5200,6000,8400,2000,ACCESORIOS,NINGUNO
TOYOTA03,0007046RPM,FUNDA SILICONA LLAVES TOYOTA LINEAS VIEJAS 2 BOTONES,UNIDADES,7,5200,6000,8400,2000,ACCESORIOS,NINGUNO
,0006333RPM,FUNDA TRASERA ASIENTO ENTERO RESPALDO REPARTIDO,UNIDADES,0,"887,04","1707,55","2390,57","302,5",FUNDAS,NINGUNO
.,000RPM1867,FUNDAS PARA FRENO DE MANO,,0,"3150,01","4000,01","5600,01",150,FUNDAS,NINGUNO
1564,000RPM1564,FUNDAS PARA PALANCAS DE CAMBIO NEGRAS (COFIA),UNIDADES,0,4851,4900,6860,495,FUNDAS,NINGUNO
AX-0330BLBK,0006956RPM,FUNDAS PARA PALANCAS DE CAMBIO NEGRAS C/ AZUL (COFIA),UNIDADES,0,"1133,29","1940,4","2716,56","539,66",FUNDAS,NINGUNO
AFC,0005915RPM,FUSIBLE AFC,UNIDADES,22,2500,3000,"4199,98",1350,AUDIO,NINGUNO
KTB-049,0004893RPM,FUSIBLE AGU 40/60/80 AMP,UNIDADES,27,"1698,84",1800,"2519,99","943,8",ACCESORIOS,NINGUNO
KTB-048,0000575RPM,FUSIBLE ANL 100A/150A/200A/300A,UNIDADES,28,4000,5000,"6999,86","2750,33",AUDIO,NINGUNO
APF,0006964RPM,"FUSIBLE APF 5, 15, 20, 30 AMP",UNIDADES,-3,40,77,"107,8",10,ACCESORIOS,NINGUNO
FUSCONICO,0000570RPM,FUSIBLE CONICO DE VIDRIO DE 2 A 30 AMP,UNIDADES,-12,540,600,"839,99",300,ELECTRICIDAD,NINGUNO
T101S,0003888RPM,FUSIBLE FICHA MINI SUELTOS COLORES VARIOS 5AMP 7.5AMP 10AMP 20AMP 25AMP 30AMP 40AMP,UNIDADES,"1.075,00","1876,71",2100,2940,"56,87",ELECTRICIDAD,NINGUNO
,0003229RPM,FUSIBLE FICHA SUELTOS VARIOS AMP,UNIDADES,743,"479,99",500,700,160,ELECTRICIDAD,NINGUNO
FUSIBLE CONICO,0004995RPM,FUSIBLE HUESITO CERAMICO CONICO,UNIDADES,0,250,"299,99",420,"205,7",ACCESORIOS,NINGUNO
66G,0004381RPM,FUSIBLE MAXI,UNIDADES,-1,"2899,99",3000,"4199,99",2000,ACCESORIOS,NINGUNO
PALMINI,0006577RPM,FUSIBLE MINI PAL MUELA,UNIDADES,56,175,280,392,50,ACCESORIOS,NINGUNO
PAL HEMBRA,0006585RPM,FUSIBLE PAL HEMBRA,UNIDADES,51,"326,7","665,28","931,39","181,5",ELECTRICIDAD,NINGUNO
FUS20,0005002RPM,FUSIBLE TUBULAR VIDRIO 20MM (MINI ESTABILIZADOR),UNIDADES,556,"550,01",840,1176,124,ACCESORIOS,NINGUNO
ST-192,0001065RPM,FUSIBLERA AFC CON FUSIBLE KTB-042,UNIDADES,9,7200,"7900,01","11060,01",4800,AUDIO,NINGUNO
V-190,0001348RPM,FUSIBLERA AGU DOBLE BIGGER,UNIDADES,1,11000,12000,16800,8000,AUDIO,NINGUNO
ST-189,0 6846,FUSIBLERA AGU STRONG O BLAULINE SIMPLE KTB-024,UNIDADES,7,10458,11500,16100,5810,AUDIO,NINGUNO
CQ-2300,0002957RPM,FUSIBLERA ANL AUDIOPIPE PREMIUN,UNIDADES,2,25000,"28000,5","39199,5",15000,AUDIO,NINGUNO
ANL-03,784644724811,FUSIBLERA ANL CON FUSIBLE ANL-03,UNIDADES,2,12500,15000,"20999,83",8300,AUDIO,NINGUNO
ST-194,0005984RPM,FUSIBLERA ANL PREMIUN,UNIDADES,1,18500,"22000,25","30799,59",12725,AUDIO,NINGUNO
ST-196,784644726938,FUSIBLERA ANL STRONG KTB-106,UNIDADES,12,7130,7500,10500,4600,AUDIO,NINGUNO
,0002663RPM,FUSIBLERA P/4 FUSIBLES FICHA ENG,,0,8400,9000,12600,3500,AUDIO,NINGUNO
,0002662RPM,FUSIBLERA P/6 FUSIBLES FICHA ENG,,0,10648,12100,16940,4840,AUDIO,NINGUNO
237CRO,0001496RPM,GABINETE P/INSTRUMENTAL (1) 52 MM CROMADO,,0,"20,32","28,45","28,45","20,32",,
.,0001055RPM,GABINETE P/INSTRUMENTAL (1) 52 MM GRIS,,0,"20,32","28,45","28,45","20,32",,
HT15,0001054RPM,GABINETE P/INSTRUMENTAL DE TABLERO 3 BOCAS,UNIDADES,0,"661,49","1349,05","1888,67","73,5",ACCESORIOS,NINGUNO
116 - 1088/1,0000432RPM,GANCHO CAPOT CHICO X2,UNIDADES,0,"90,3","126,42","126,42","180,6",ACCESORIOS,NINGUNO
1086,0007423RPM,GANCHO CINTA TOW HOOK ITZ SIN TORNILLO,UNIDADES,-2,"8500,05","9000,22","12599,73",5850,ACCESORIOS,NINGUNO
2012,2012,GANCHO CINTA TOW HOOK SPARCO,UNIDADES,0,"9999,73","11999,92","16800,01",6100,ACCESORIOS,NINGUNO
7770,0007183RPM,GANCHO DE REMOLQUE DE ALUMINIO,UNIDADES,-2,7500,11200,15680,3000,ACCESORIOS,NINGUNO
7019,0007019RPM,GANCHO REMOLQUE TIPO COMPETICION,UNIDADES,0,8360,13300,"18620,01",3800,ACCESORIOS,NINGUNO
90201,0004029RPM,GATILLO PAINT DEFENDER 3M,UNIDADES,0,"112,73","490,13","686,18","64,05",COSMETICA,NINGUNO
FJ-CH,0004494rpm,GAVETA DE ZINC PIONEER,UNIDADES,0,"475,2","1484,12","2077,76","175,35",AUDIO,NINGUNO
QR5000,0000224RPM,GAVETA EXTRAIBLE ANTIRROBO - BANDEJA,UNIDADES,0,"1531,41","1735,6","2429,84","1020,94",AUDIO,NINGUNO
GIRO FIJO NARANJA,GIRO FIJO NARANJA,GIRO FIJO PARA GUIÑO (PAR),UNIDADES,-12,7500,"9000,01","12599,97","2117,5",ACCESORIOS,NINGUNO
10690,7790520019042,GLADE AUTO SPORT VIDRIO APARATO + REPUESTO,UNIDADES,0,6300,7000,9800,3500,COSMETICA,NINGUNO
REPGLADE,7790520017987,GLADE AUTO SPORT VIDRIO REPUESTO,UNIDADES,11,5180,"5500,04",7700,2800,ACCESORIOS,NINGUNO
LG-CITRUS,7790520019837,GLADE LATITA 70GR GEL,UNIDADES,7,4600,"5000,1",7000,3500,COSMETICA,NINGUNO
468248461,0007735RPM,GLASS CLEANER DROP D (LIMPIADOR DE VIDRIO),UNIDADES,11,4960,5200,"7280,09",3968,COSMETICA,NINGUNO
,0002427RPM,GOMA ANTIDESLIZANTE P/PANEL INTERIOR,,0,0,"152,21","213,09",0,ACCESORIOS,NINGUNO
8547,8547,GPS RASTREADOR TRACKER INSTALADO,UNIDADES,0,20000,35000,49000,12000,ACCESORIOS,NINGUNO
NUVI67,0004642RPM,GPS GARMIN NUVI67,UNIDADES,0,"5016,01","17124,31","23974,03",0,ACCESORIOS,NINGUNO
PMBGBX4,0000223RPM,GRAMPAS O SOPORTE PARA REJILLAS DE PARLANTES PYRAMID,UNIDADES,0,"72,6",0,0,40,PARLANTES,NINGUNO
468248474,0007732RPM,GRAPHIC WAX DROP D (CERA PARA VINILOSBRILLANTES O SATINADOS),UNIDADES,9,7500,8000,"11200,2",6000,COSMETICA,NINGUNO
468248475,0007733RPM,GRAPHIC WAX DROP D BLACK LABEL (CERA RAPIDA VINILOS MATE),UNIDADES,6,7500,8000,"11200,2",6000,COSMETICA,NINGUNO
HAND WASH,0007043RPM,GUANTE HAND WASH TOXIC SHINE,UNIDADES,4,"6064,52","6499,87","9099,81","4331,8",ACCESORIOS,NINGUNO
LM-024,0007450RPM,GUANTE MANOPLA DE LANA 20X26,UNIDADES,8,"5630,13",6000,8400,"3127,85",ACCESORIOS,NINGUNO
TSM999007HE,0007758RPM,HELLS TOXIC SHINE 250 ML REVITALIZADOR DE CUBIERTAS Y PLASTICOS EXTERIORES,UNIDADES,2,8000,"9000,2","12599,93","5820,1",ACCESORIOS,NINGUNO
14081960,0007391RPM,HELLS TOXIC SHINE REVITALIZADOR DE CUBIERTAS Y PLASTICOS EXTERIORES 600ML,UNIDADES,0,"15903,27",17000,23800,"11359,48",ACCESORIOS,NINGUNO
EN-007,0005538RPM,HEMBRA PARA ENCENDEDOR CON TAPA DE GOMA,UNIDADES,1,2200,3000,"4200,04","1497,98",ACCESORIOS,NINGUNO
H/RCA/1/DORADA,0005362RPM,HEMBRA RCA DORADA 4 Y 5 MM,UNIDADES,51,"109,9","243,94","341,52","52,03",AUDIO,NINGUNO
5687,0007708RPM,HILO DE LED 1M BLANCO TOMA 12V,UNIDADES,23,6292,"7999,96","11200,07",3146,ACCESORIOS,NINGUNO
5690,0007709RPM,HILO DE LED 1M ROJO TOMA 12V,UNIDADES,5,6292,"7999,96","11200,07",3146,ACCESORIOS,NINGUNO
5693,0007710RPM,HILO DE LED 1M VIOLETA TOMA 12V,UNIDADES,6,6292,"7999,96","11200,07",3146,ACCESORIOS,NINGUNO
5701,0007505RPM,HILO DE LED 3M AZUL TOMA 12V,UNIDADES,5,8000,10000,14000,4000,ACCESORIOS,NINGUNO
5677,0006714RPM,HILO DE LED 3M BLANCO A PILAS,UNIDADES,4,8600,10700,14980,4300,ACCESORIOS,NINGUNO
5700,0007400RPM,HILO DE LED 3M ROJO TOMA 12V,UNIDADES,8,8000,10000,14000,4000,ACCESORIOS,NINGUNO
7577,0007706RPM,HILO DE LED 5M VIOLETA TOMA 12V,UNIDADES,3,9438,"11999,95","16800,11",4719,ACCESORIOS,NINGUNO
TS0200851,0006762RPM,HITS BONES TOXIC SHINE PROTECTOR DE PASARUEDAS Y CHASIS 600 ML,UNIDADES,1,"5652,88",6100,8540,"4037,77",COSMETICA,NINGUNO
TS0100300HG,0006765RPM,HOLY GLOSS TOXIC SHINE ACONDICIONADOR DE PLASTICOS INTERIORES Y EXTERIORES EN CREMA 600 ML,UNIDADES,1,"11273,57","11999,91","16800,04","8052,55",ACCESORIOS,NINGUNO
D17001,70382270018,HYPER DRESSING 3.75L,UNIDADES,0,"6340,36","12196,95","17075,73",3558,COSMETICA,NINGUNO
AB-001,0006349RPM,IAEL BOOSTER PARA NIÑOS DE 15 A 36 KG,UNIDADES,6,"23038,4","23999,43","33599,86",16456,ACCESORIOS,NINGUNO
TS0200800IW,0006740RPM,ILUSSION WAX TOXIC SHINE CERA CARNAUBA 600 ML,UNIDADES,3,8500,9500,"13300,27","6267,8",COSMETICA,NINGUNO
YH-9951,0002583RPM,IMITACION DE TOMA DE AIRE NEGRA TYPER,,0,0,0,0,0,,
,0000484RPM,INCLINOMETRO C/LUZ,,0,"49,56","69,38","69,38","49,56",ACCESORIOS,NINGUNO
TS00950500IG,0006752RPM,INFIERNO GEL TOXIC SHINE APC LIMPIADOR 600 ML,UNIDADES,3,"8258,25","8999,72","12599,73","5898,75",COSMETICA,NINGUNO
,0004442rpm,INJECTOR CLEANER WYNNS X 325ML ( LIMPIEZA DE INYECTOR NAFTA),,0,120,168,168,120,,
5724,0007407RPM,INSIGNIA 1.8T X 2,UNIDADES,0,4500,5400,7560,1800,ACCESORIOS,NINGUNO
JM-1521,4710164151567,INSIGNIA 4WD FULL TIME,UNIDADES,0,4500,5400,7560,1800,CROMADOS,NINGUNO
3DK204,0004792RPM,INSIGNIA AUTOADHESIVA LYA /VIVORA,UNIDADES,0,4500,5400,7560,1800,ACCESORIOS,NINGUNO
STIKER4,0004791RPM,INSIGNIA AUTOADHESIVA LYF 16 V,UNIDADES,0,4500,5400,7560,1800,ACCESORIOS,NINGUNO
3DK318,0004793RPM,INSIGNIA AUTOADHESIVA LYF LETRA CHINA,UNIDADES,0,4500,5400,7560,1800,ACCESORIOS,NINGUNO
STIKER 1,0004795RPM,INSIGNIA AUTOADHESIVA LYF LLAMAS,UNIDADES,0,4500,5400,7560,1800,ACCESORIOS,NINGUNO
RACING,0000937RPM,INSIGNIA AUTOADHESIVA LYF RACING,UNIDADES,0,4500,5400,7560,1800,ACCESORIOS,NINGUNO
STIKER2,0000399RPM,INSIGNIA AUTOADHESIVA LYF SPORT,UNIDADES,0,4500,5400,7560,1800,ACCESORIOS,NINGUNO
3DK209,0004794RPM,INSIGNIA AUTOADHESIVA LYF TORO,UNIDADES,0,4500,5400,7560,1800,ACCESORIOS,NINGUNO
STIKER 3,0004789RPM,INSIGNIA AUTOAHESIVA LYF RACING,UNIDADES,0,4500,5400,7560,1800,ACCESORIOS,NINGUNO
JM-1416,4710164146167,INSIGNIA COUPE,UNIDADES,0,4500,5400,7560,1800,CROMADOS,NINGUNO
VA-052,0005030RPM,INSIGNIA CROMADA 4X4 AUTOADHESIVA,UNIDADES,0,"10315,25",11300,15820,6655,ACCESORIOS,NINGUNO
JM-1512PS,4710164151567,INSIGNIA CROMO RS,UNIDADES,0,4500,5400,7560,1800,CROMADOS,NINGUNO
5743,0007408RPM,INSIGNIA R LINE LATERALES X 2,UNIDADES,0,5500,5900,8260,2200,ACCESORIOS,NINGUNO
5733,0007747RPM,INSIGNIA R LINE PARA PARRILLA 5733,UNIDADES,0,3500,"4000,09","5600,07","2323,2",ACCESORIOS,NINGUNO
5741,0007294RPM,INSIGNIA R NEGRA LATERALES X 2,UNIDADES,0,5500,5900,8260,2200,ACCESORIOS,NINGUNO
6696,0007295RPM,INSIGNIA R ROJO LATERAL,UNIDADES,0,3000,"3999,96","5600,03","1512,5",ACCESORIOS,NINGUNO
JM-1415,4710164151567,INSIGNIA R1,UNIDADES,0,4500,5400,7560,1800,CROMADOS,NINGUNO
JM-1443,4710164151567,INSIGNIA RACING,UNIDADES,0,4500,5400,7560,1800,CROMADOS,NINGUNO
JM-1716,4710164131262,INSIGNIA RACING EDITION,UNIDADES,0,4500,5400,7560,1800,CROMADOS,NINGUNO
JM-1717,4710164131262,INSIGNIA SPORT EDITION,UNIDADES,0,4500,5400,7560,1800,CROMADOS,NINGUNO
5727,0007579RPM,INSIGNIA TDI,UNIDADES,0,5250,6300,8820,2100,ACCESORIOS,NINGUNO
JM-1514PS,4710164151567,INSIGNIA TUNING CROMO,UNIDADES,0,4500,5400,7560,1800,CROMADOS,NINGUNO
JM-1714,4710164131262,INSIGNIA TUNING EDITION,UNIDADES,0,4500,5400,7560,1800,CROMADOS,NINGUNO
JM-1515PS,4710164151765,INSIGNIA TURBO CROMO,UNIDADES,0,4500,5400,7560,1800,CROMADOS,NINGUNO
JM-1715,4710164131262,INSIGNIA TURBO EDITION,UNIDADES,0,4500,5400,7560,1800,CROMADOS,NINGUNO
JM-1506,4710164151567,INSIGNIA V6,UNIDADES,0,4500,5400,7560,1800,CROMADOS,NINGUNO
JM-1502,4710164151567,INSIGNIA V8,UNIDADES,0,4500,5400,7560,1800,CROMADOS,NINGUNO
,0005180RPM,INSTALACION 6X9 + CABLEADO,UNIDADES,-2,0,50000,70000,36300,ACCESORIOS,NINGUNO
,0003303RPM,INSTALACION 1 POTENCIA,UNIDADES,-5,0,100000,140000,60000,ACCESORIOS,NINGUNO
,0004930RPM,INSTALACION 2 BARREROS,UNIDADES,-1,"14999,99","14999,99","20999,99",0,ACCESORIOS,NINGUNO
,0005181RPM,INSTALACION 2 POTENCIAS,UNIDADES,-1,0,180000,252000,121000,ACCESORIOS,NINGUNO
,0003806RPM,INSTALACION 4 BARREROS,UNIDADES,0,25000,25000,35000,0,ACCESORIOS,NINGUNO
,0007397RPM,INSTALACION CAMARA MARCHA ATRAS,UNIDADES,-1,30000,30000,42000,0,ACCESORIOS,NINGUNO
,0006965RPM,INSTALACION CUBRE CALIPER X 2,UNIDADES,0,"12000,01",13000,18200,0,ACCESORIOS,NINGUNO
,0006966RPM,INSTALACION CUBRE CALIPER X 4,UNIDADES,0,24000,25000,35000,0,ACCESORIOS,NINGUNO
,0005830RPM,INSTALACION DE DEFLECTOR DE CAPOT,UNIDADES,0,"20000,01","20000,01","28000,01",0,ACCESORIOS,NINGUNO
,0007843RPM,INSTALACION DE ENGANCHE,UNIDADES,29,50000,50000,70000,50000,ACCESORIOS,NINGUNO
,0003265RPM,INSTALACION DE ESTEREO COMUN,UNIDADES,-7,0,"30000,14","41999,1",18150,ACCESORIOS,NINGUNO
,0003266RPM,INSTALACION DE ESTEREO DVD,UNIDADES,-3,0,50000,70000,30250,ACCESORIOS,NINGUNO
,0003268RPM,INSTALACION DE FAROS AUXILIARES C/CABLEADO,UNIDADES,0,120000,120000,"168000,01",0,ACCESORIOS,NINGUNO
,0003269RPM,INSTALACION DE FUNDA,UNIDADES,-9,30000,30000,42000,0,FUNDAS,NINGUNO
,0006042RPM,INSTALACION DE PORTATABLA,UNIDADES,-1,0,0,0,0,EQUIPAMIENTO 4X4,NINGUNO
,0007396RPM,INSTALACION ESTEREO MULTIMEDIA,UNIDADES,-6,0,80000,112000,54450,ACCESORIOS,NINGUNO
2,0007403RPM,INSTALACION HILO DE LED 12V,UNIDADES,0,7000,7000,9800,0,ACCESORIOS,NINGUNO
1,0007402RPM,INSTALACION HILO DE LED A PILA,UNIDADES,0,0,0,0,0,ACCESORIOS,NINGUNO
,0006892RPM,INSTALACION KIT DE FAROS AUXILIARES,UNIDADES,-1,100000,100000,140000,0,ACCESORIOS,NINGUNO
,0006308RPM,INSTALCION DE FUNDA (SI LA TRAE),UNIDADES,0,15400,18200,25480,0,ACCESORIOS,NINGUNO
MA-025,0001983RPM,INSTRUMENTAL TRIPLE C/VOLTIMETRO (FONDO BLANCO) IAEL,UNIDADES,0,16820,18600,26040,11600,ACCESORIOS,NINGUNO
468248464,0007730RPM,INTERIOR RENEWER DROP D BLACK LABEL (RENOVADOR DE INTERIOR ),UNIDADES,4,"4737,5",4900,6860,3790,COSMETICA,NINGUNO
1045,0002678RPM,INTERRUPTOR BOTON CAMBIO DE LUCES,UNIDADES,1,2500,"2499,98","3500,05",1815,ELECTRICIDAD,NINGUNO
ELL582/30G,0005006RPM,INTERRUPTOR LLAVE PALANCA MEDIANA SIMPLE INVERSORA,UNIDADES,0,"4680,52","5000,13","7000,05","3343,23",ACCESORIOS,NINGUNO
ELL615,0004151RPM,INTERRUPTOR LLAVE UN PUNTO,UNIDADES,23,1400,1600,"2239,99","803,44",ELECTRICIDAD,NINGUNO
PBS-17A,0006832RPM,INTERRUPTOR LLAVE UN PUNTO BLANCO,UNIDADES,2,1500,1500,9520,1000,ACCESORIOS,NINGUNO
ELL890,0007637RPM,INTERRUPTOR LLAVE UN PUNTO METALICA 10A ON OFF,UNIDADES,2,"2372,08","3200,02","4479,97","1755,71",ELECTRICIDAD,NINGUNO
ELL616,0007763RPM,INTERRUPTOR LLAVE UN PUNTO ON-OFF,UNIDADES,4,3300,"4000,08","5600,04","2034,01",ACCESORIOS,NINGUNO
EC2512,0006393RPM,INTERRUPTOR LLAVE UN PUNTO PALANCA ROJA O AZUL,UNIDADES,7,3000,"3500,05","4899,96",1815,ELECTRICIDAD,NINGUNO
ELL460/1,0002948RPM,INTERRUPTOR LLAVE UN PUNTO PARA TIRAR,UNIDADES,3,2500,3000,"4200,04","1548,8",ELECTRICIDAD,NINGUNO
ELL614,0007638RPM,INTERRUPTOR LLAVE UN PUNTO RECTANGULAR CON LUZ,UNIDADES,9,"2654,56","3700,09","5180,05","2073,94",ELECTRICIDAD,NINGUNO
ST-INT83BL,0007636RPM,INTERRUPTOR LLAVE UN PUNTO REDONDA AZUL,UNIDADES,18,2000,2500,3500,1289,ELECTRICIDAD,NINGUNO
ST-INT82RD,0007765RPM,INTERRUPTOR LLAVE UN PUNTO REDONDA ROJA,UNIDADES,14,2000,"2500,02","3500,02",1289,ACCESORIOS,NINGUNO
AP-18,0007769RPM,INTERRUPTOR LUCES AUXILIARES,UNIDADES,3,18000,20000,28000,10000,ELECTRICIDAD,NINGUNO
ELL800,0007764RPM,INTERRUPTOR PALANCA LARGA,UNIDADES,2,2500,3000,"4199,96","1514,92",ACCESORIOS,NINGUNO
5369,0007767RPM,INTERRUPTOR PULSADOR TIPO AUXILIAR,UNIDADES,2,5040,"6000,12",8400,2800,ACCESORIOS,NINGUNO
INVERSOR,0005713RPM,"INVERSOR ""INVERTER"" 12V A 220V // 1000W",UNIDADES,0,65000,70000,98000,40000,ELECTRICIDAD,NINGUNO
TS0370999IW,0006758RPM,IRON WARNING TOXIC SHINE LIMPIADOR FERRICO DE LLANTAS 600 ML,UNIDADES,1,"16770,6",18000,25200,11979,COSMETICA,NINGUNO
5764,0007688RPM,JGO APOYA VASO CHEVROLET LED RGB,UNIDADES,1,19035,20500,28700,14100,ACCESORIOS,NINGUNO
5765,0007686RPM,JGO APOYA VASO CITROEN LED RGB,UNIDADES,2,19035,20500,28700,14100,ACCESORIOS,NINGUNO
5766,0007681RPM,JGO APOYA VASO FIAT LED RGB,UNIDADES,2,19035,20500,28700,14100,ACCESORIOS,NINGUNO
6827,0007682RPM,JGO APOYA VASO FORD LED RGB,UNIDADES,1,19035,20500,28700,14100,ACCESORIOS,NINGUNO
5767,0007684RPM,JGO APOYA VASO HONDA LED RGB,UNIDADES,2,19035,20500,28700,14100,ACCESORIOS,NINGUNO
5768,0007687RPM,JGO APOYA VASO JEEP LED RGB,UNIDADES,3,19035,20500,28700,14100,ACCESORIOS,NINGUNO
5771,0007680RPM,JGO APOYA VASO RENAULT LED RGB,UNIDADES,2,19035,20500,28700,14100,ACCESORIOS,NINGUNO
5769,0007683RPM,JGO APOYA VASO SIN LOGO LED RGB,UNIDADES,4,19035,20500,28700,14100,ACCESORIOS,NINGUNO
5772,0007685RPM,JGO APOYA VASO VW LED RGB,UNIDADES,1,19035,20500,28700,14100,ACCESORIOS,NINGUNO
TR-005A,0006364RPM,JGO CONECTOR PARA TRAILER C/ CABLE 7 PUNTOS ALUMINIO,UNIDADES,0,"12528,95",14200,19880,"8352,63",ACCESORIOS,NINGUNO
JRESP389,0003313RPM,JGO CUBRE ESPEJO CROMADO CRUZE,UNIDADES,2,14000,15000,21000,10000,ACCESORIOS,NINGUNO
SA-002A,0000749RPM,JGO DE FARITOS DIRECCIONABLES ADH AZUL,UNIDADES,0,"622,4",1078,"1509,2",389,ELECTRICIDAD,NINGUNO
SA-002B,7798160621601,JGO DE FARITOS DIRECCIONABLES ADH BLANCO,UNIDADES,0,"622,4",1078,"1509,2",389,ELECTRICIDAD,NINGUNO
SA-002R,7798160621601,JGO DE FARITOS DIRECCIONABLES ADH ROJO,UNIDADES,0,"622,4",1078,"1509,2",389,ELECTRICIDAD,NINGUNO
IA-199C,0004918RPM,JGO DE FAROS IODO REDONDO CARCASA NEGRA CRISTAL,UNIDADES,0,"2824,74",4620,6468,"974,05",ACCESORIOS,NINGUNO
IA-199A,0004917RPM,JGO FARO IODO REDONDO CARCASA NEGRA AMBAR,UNIDADES,0,"2922,16",4928,"6899,2","974,05",ACCESORIOS,NINGUNO
IA-77047A,0004919RPM,JGO FARO IODO TIPO LAGRIMA AMBAR,UNIDADES,0,4380,7238,"10133,2",1460,ACCESORIOS,NINGUNO
IA-77047C,0004920RPM,JGO FAROS IODO TIPO LAGRIMA CRISTAL,UNIDADES,0,4380,7238,"10133,2",1460,ACCESORIOS,NINGUNO
AC-063,0004921RPM,JGO PEDALERA ALUMINIO TYRE GRIS,UNIDADES,0,13650,15000,21000,9100,ACCESORIOS,NINGUNO
DB-193,0000070RPM,JGO. ARO DE FARO GIRO LINEA VW (BORA- GOLF- AMAROK- OTROS),UNIDADES,2,"8632,14",8900,12460,"5953,2",ACCESORIOS,NINGUNO
AE40,0000613RPM,JGO. ARO DE FARO GIRO POLO/CADDY/SAVEIRO/GOLF,UNIDADES,1,"3317,72","6830,18","9562,26","698,17",CROMADOS,NINGUNO
DB-172D,0003949RPM,JGO. MASCARA FAROS DEL TOYOTA HILUX 2012 - 2015,UNIDADES,0,33060,34500,48300,22800,CROMADOS,NINGUNO
